AN_BASE,NM_PROGRAMA_IES,AN_INICIO_PROGRAMA,SG_ENTIDADE_ENSINO,NM_AREA_AVALIACAO,NM_MODALIDADE_PROGRAMA,NM_AREA_CONCENTRACAO,ID_PROJETO,NM_PROJETO,NM_NATUREZA_PROJETO,DH_INICIO,DT_SITUACAO_ATUAL,IN_BOLSA,IN_OUTRO_AUXILIO,IN_RESPONSAVEL_PROJETO,ID_PESSOA,DS_TIPO_MEMBRO,NM_PAIS_NACIONALIDADE_MEMBRO
2020,CIÊNCIA DO SISTEMA TERRESTRE,2010,INPE,CIÊNCIAS AMBIENTAIS,ACADÊMICO,CIÊNCIA DO SISTEMA TERRESTRE,576750,PROGRAMA DE MONITORAMENTO DA FLORESTA AMAZÔNICA BRASILEIRA POR SATÉLITE,PROJETO INTERINSTITUCIONAL,01/01/2008,01/01/2008,NÃO,SIM,0,525677,DOCENTE,BRASIL
2020,CIÊNCIA DO SISTEMA TERRESTRE,2010,INPE,CIÊNCIAS AMBIENTAIS,ACADÊMICO,CIÊNCIA DO SISTEMA TERRESTRE,576750,PROGRAMA DE MONITORAMENTO DA FLORESTA AMAZÔNICA BRASILEIRA POR SATÉLITE,PROJETO INTERINSTITUCIONAL,01/01/2008,01/01/2008,NÃO,SIM,0,524412,DOCENTE,BRASIL
2020,CIÊNCIA DO SISTEMA TERRESTRE,2010,INPE,CIÊNCIAS AMBIENTAIS,ACADÊMICO,CIÊNCIA DO SISTEMA TERRESTRE,576750,PROGRAMA DE MONITORAMENTO DA FLORESTA AMAZÔNICA BRASILEIRA POR SATÉLITE,PROJETO INTERINSTITUCIONAL,01/01/2008,01/01/2008,NÃO,SIM,0,1309874,PARTICIPANTE EXTERNO,BRASIL
2020,CIÊNCIA DO SISTEMA TERRESTRE,2010,INPE,CIÊNCIAS AMBIENTAIS,ACADÊMICO,CIÊNCIA DO SISTEMA TERRESTRE,576750,PROGRAMA DE MONITORAMENTO DA FLORESTA AMAZÔNICA BRASILEIRA POR SATÉLITE,PROJETO INTERINSTITUCIONAL,01/01/2008,01/01/2008,NÃO,SIM,0,861447,PARTICIPANTE EXTERNO,BRASIL
2020,METEOROLOGIA,1968,INPE,GEOCIÊNCIAS,ACADÊMICO,METEOROLOGIA,475019,PREVISÃO IMEDIATA DE TEMPESTADES INTENSAS E ENTENDIMENTO DOS PROCESSOS FÍSICOS NO INTERIOR DAS NUVENS O SOS- CHUVA (SISTEMA DE OBSERVAÇÃO E PREVISÃO DE TEMPO SEVERO,PESQUISA,01/07/2015,01/07/2015,NÃO,SIM,1,11354,DOCENTE,BRASIL
2020,METEOROLOGIA,1968,INPE,GEOCIÊNCIAS,ACADÊMICO,METEOROLOGIA,189339,PROGRAMA DE MUDANÇAS CLIMÁTICAS - INCT CLIMA,PESQUISA,01/01/2009,01/01/2009,NÃO,SIM,0,535311,PARTICIPANTE EXTERNO,BRASIL
2020,METEOROLOGIA,1968,INPE,GEOCIÊNCIAS,ACADÊMICO,METEOROLOGIA,189339,PROGRAMA DE MUDANÇAS CLIMÁTICAS - INCT CLIMA,PESQUISA,01/01/2009,01/01/2009,NÃO,SIM,0,13043,PARTICIPANTE EXTERNO,BRASIL
2020,METEOROLOGIA,1968,INPE,GEOCIÊNCIAS,ACADÊMICO,METEOROLOGIA,189339,PROGRAMA DE MUDANÇAS CLIMÁTICAS - INCT CLIMA,PESQUISA,01/01/2009,01/01/2009,NÃO,SIM,0,19814,PARTICIPANTE EXTERNO,BRASIL
2020,METEOROLOGIA,1968,INPE,GEOCIÊNCIAS,ACADÊMICO,METEOROLOGIA,189339,PROGRAMA DE MUDANÇAS CLIMÁTICAS - INCT CLIMA,PESQUISA,01/01/2009,01/01/2009,NÃO,SIM,1,15173,DOCENTE,BRASIL
2020,METEOROLOGIA,1968,INPE,GEOCIÊNCIAS,ACADÊMICO,METEOROLOGIA,189339,PROGRAMA DE MUDANÇAS CLIMÁTICAS - INCT CLIMA,PESQUISA,01/01/2009,01/01/2009,NÃO,SIM,0,10861,DOCENTE,BRASIL
2020,METEOROLOGIA,1968,INPE,GEOCIÊNCIAS,ACADÊMICO,METEOROLOGIA,189339,PROGRAMA DE MUDANÇAS CLIMÁTICAS - INCT CLIMA,PESQUISA,01/01/2009,01/01/2009,NÃO,SIM,0,11354,DOCENTE,BRASIL
2020,METEOROLOGIA,1968,INPE,GEOCIÊNCIAS,ACADÊMICO,METEOROLOGIA,362241,PREVISÃO DE TEMPO DE CURTO PRAZO EM ULTRA-ALTA RESOLUÇÃO ESPACIAL PARA A REGIÃO METROPOLITANA DE MANAUS: IMPACTO DO REFINAMENTO DA CONDIÇÃO INICIAL DA ATMOSFERA COM ASSIMILAÇÃO DE DADOS LOCAIS,PESQUISA,02/01/2015,02/01/2015,NÃO,SIM,1,24241,PARTICIPANTE EXTERNO,BRASIL
2020,METEOROLOGIA,1968,INPE,GEOCIÊNCIAS,ACADÊMICO,METEOROLOGIA,362241,PREVISÃO DE TEMPO DE CURTO PRAZO EM ULTRA-ALTA RESOLUÇÃO ESPACIAL PARA A REGIÃO METROPOLITANA DE MANAUS: IMPACTO DO REFINAMENTO DA CONDIÇÃO INICIAL DA ATMOSFERA COM ASSIMILAÇÃO DE DADOS LOCAIS,PESQUISA,02/01/2015,02/01/2015,NÃO,SIM,0,514828,DOCENTE,BRASIL
2020,METEOROLOGIA,1968,INPE,GEOCIÊNCIAS,ACADÊMICO,METEOROLOGIA,362241,PREVISÃO DE TEMPO DE CURTO PRAZO EM ULTRA-ALTA RESOLUÇÃO ESPACIAL PARA A REGIÃO METROPOLITANA DE MANAUS: IMPACTO DO REFINAMENTO DA CONDIÇÃO INICIAL DA ATMOSFERA COM ASSIMILAÇÃO DE DADOS LOCAIS,PESQUISA,02/01/2015,02/01/2015,NÃO,SIM,0,641897,DOCENTE,BRASIL
2020,METEOROLOGIA,1968,INPE,GEOCIÊNCIAS,ACADÊMICO,METEOROLOGIA,362241,PREVISÃO DE TEMPO DE CURTO PRAZO EM ULTRA-ALTA RESOLUÇÃO ESPACIAL PARA A REGIÃO METROPOLITANA DE MANAUS: IMPACTO DO REFINAMENTO DA CONDIÇÃO INICIAL DA ATMOSFERA COM ASSIMILAÇÃO DE DADOS LOCAIS,PESQUISA,02/01/2015,02/01/2015,NÃO,SIM,0,217263,DOCENTE,BRASIL
2020,CIÊNCIA DO SISTEMA TERRESTRE,2010,INPE,CIÊNCIAS AMBIENTAIS,ACADÊMICO,CIÊNCIA DO SISTEMA TERRESTRE,577471,URBE LATAM: UNDERSTANDING RISKS AND BUILDING ENHANCED CAPABILITIES IN LATIN AMERICA,PESQUISA,01/11/2019,01/11/2019,NÃO,SIM,1,196182,PARTICIPANTE EXTERNO,BRASIL
2020,CIÊNCIA DO SISTEMA TERRESTRE,2010,INPE,CIÊNCIAS AMBIENTAIS,ACADÊMICO,CIÊNCIA DO SISTEMA TERRESTRE,577471,URBE LATAM: UNDERSTANDING RISKS AND BUILDING ENHANCED CAPABILITIES IN LATIN AMERICA,PESQUISA,01/11/2019,01/11/2019,NÃO,SIM,0,328961,DOCENTE,BRASIL
2020,CIÊNCIA DO SISTEMA TERRESTRE,2010,INPE,CIÊNCIAS AMBIENTAIS,ACADÊMICO,CIÊNCIA DO SISTEMA TERRESTRE,577471,URBE LATAM: UNDERSTANDING RISKS AND BUILDING ENHANCED CAPABILITIES IN LATIN AMERICA,PESQUISA,01/11/2019,01/11/2019,NÃO,SIM,0,185843,PARTICIPANTE EXTERNO,BRASIL
2020,CIÊNCIA DO SISTEMA TERRESTRE,2010,INPE,CIÊNCIAS AMBIENTAIS,ACADÊMICO,CIÊNCIA DO SISTEMA TERRESTRE,576794,VALIDATION OF OCO2 COLUMN CO2 OVER TROPICAL SOUTH AMERICA VIA INVERSE MODELLING OF IN SITU MEASUREMENTS,PESQUISA,01/01/2016,01/01/2016,NÃO,SIM,1,3654905,PARTICIPANTE EXTERNO,ESTADOS UNIDOS
2020,CIÊNCIA DO SISTEMA TERRESTRE,2010,INPE,CIÊNCIAS AMBIENTAIS,ACADÊMICO,CIÊNCIA DO SISTEMA TERRESTRE,576794,VALIDATION OF OCO2 COLUMN CO2 OVER TROPICAL SOUTH AMERICA VIA INVERSE MODELLING OF IN SITU MEASUREMENTS,PESQUISA,01/01/2016,01/01/2016,NÃO,SIM,0,510560,DOCENTE,BRASIL
2020,CIÊNCIA DO SISTEMA TERRESTRE,2010,INPE,CIÊNCIAS AMBIENTAIS,ACADÊMICO,CIÊNCIA DO SISTEMA TERRESTRE,516684,AMAZONFACE,PESQUISA,01/01/2014,01/01/2014,NÃO,SIM,1,308424,PARTICIPANTE EXTERNO,BRASIL
2020,CIÊNCIA DO SISTEMA TERRESTRE,2010,INPE,CIÊNCIAS AMBIENTAIS,ACADÊMICO,CIÊNCIA DO SISTEMA TERRESTRE,516684,AMAZONFACE,PESQUISA,01/01/2014,01/01/2014,NÃO,SIM,0,525588,DOCENTE,BRASIL
2020,CIÊNCIA DO SISTEMA TERRESTRE,2010,INPE,CIÊNCIAS AMBIENTAIS,ACADÊMICO,CIÊNCIA DO SISTEMA TERRESTRE,601705,AMAZONFACE/ME: PROJETO DE INTEGRAÇÃO MODELAGEM-EXPERIMENTO DO AMAZON-FACE - O PAPEL DA BIODIVERSIDADE E FEEDBACKS CLIMÁTICOS,PESQUISA,01/01/2017,01/01/2017,NÃO,SIM,1,308424,PARTICIPANTE EXTERNO,BRASIL
2020,CIÊNCIA DO SISTEMA TERRESTRE,2010,INPE,CIÊNCIAS AMBIENTAIS,ACADÊMICO,CIÊNCIA DO SISTEMA TERRESTRE,601705,AMAZONFACE/ME: PROJETO DE INTEGRAÇÃO MODELAGEM-EXPERIMENTO DO AMAZON-FACE - O PAPEL DA BIODIVERSIDADE E FEEDBACKS CLIMÁTICOS,PESQUISA,01/01/2017,01/01/2017,NÃO,SIM,0,907125,DOCENTE,BRASIL
2020,CIÊNCIA DO SISTEMA TERRESTRE,2010,INPE,CIÊNCIAS AMBIENTAIS,ACADÊMICO,CIÊNCIA DO SISTEMA TERRESTRE,601705,AMAZONFACE/ME: PROJETO DE INTEGRAÇÃO MODELAGEM-EXPERIMENTO DO AMAZON-FACE - O PAPEL DA BIODIVERSIDADE E FEEDBACKS CLIMÁTICOS,PESQUISA,01/01/2017,01/01/2017,NÃO,SIM,0,229199,DOCENTE,BRASIL
2020,CIÊNCIA DO SISTEMA TERRESTRE,2010,INPE,CIÊNCIAS AMBIENTAIS,ACADÊMICO,CIÊNCIA DO SISTEMA TERRESTRE,601705,AMAZONFACE/ME: PROJETO DE INTEGRAÇÃO MODELAGEM-EXPERIMENTO DO AMAZON-FACE - O PAPEL DA BIODIVERSIDADE E FEEDBACKS CLIMÁTICOS,PESQUISA,01/01/2017,01/01/2017,NÃO,SIM,0,336933,EGRESSO,BRASIL
2020,CIÊNCIA DO SISTEMA TERRESTRE,2010,INPE,CIÊNCIAS AMBIENTAIS,ACADÊMICO,CIÊNCIA DO SISTEMA TERRESTRE,601705,AMAZONFACE/ME: PROJETO DE INTEGRAÇÃO MODELAGEM-EXPERIMENTO DO AMAZON-FACE - O PAPEL DA BIODIVERSIDADE E FEEDBACKS CLIMÁTICOS,PESQUISA,01/01/2017,01/01/2017,NÃO,SIM,0,966271,DOCENTE,BRASIL
2020,CIÊNCIA DO SISTEMA TERRESTRE,2010,INPE,CIÊNCIAS AMBIENTAIS,ACADÊMICO,CIÊNCIA DO SISTEMA TERRESTRE,578307,PROJETO INSTITUTO DO MILENIO LBA 2,PESQUISA,01/01/2004,01/01/2004,NÃO,SIM,0,18232,DOCENTE,BRASIL
2020,CIÊNCIA DO SISTEMA TERRESTRE,2010,INPE,CIÊNCIAS AMBIENTAIS,ACADÊMICO,CIÊNCIA DO SISTEMA TERRESTRE,578307,PROJETO INSTITUTO DO MILENIO LBA 2,PESQUISA,01/01/2004,01/01/2004,NÃO,SIM,0,15173,DOCENTE,BRASIL
2020,CIÊNCIA DO SISTEMA TERRESTRE,2010,INPE,CIÊNCIAS AMBIENTAIS,ACADÊMICO,CIÊNCIA DO SISTEMA TERRESTRE,578307,PROJETO INSTITUTO DO MILENIO LBA 2,PESQUISA,01/01/2004,01/01/2004,NÃO,SIM,0,6611,PARTICIPANTE EXTERNO,BRASIL
2020,CIÊNCIA DO SISTEMA TERRESTRE,2010,INPE,CIÊNCIAS AMBIENTAIS,ACADÊMICO,CIÊNCIA DO SISTEMA TERRESTRE,578307,PROJETO INSTITUTO DO MILENIO LBA 2,PESQUISA,01/01/2004,01/01/2004,NÃO,SIM,0,21510,PARTICIPANTE EXTERNO,BRASIL
2020,CIÊNCIA DO SISTEMA TERRESTRE,2010,INPE,CIÊNCIAS AMBIENTAIS,ACADÊMICO,CIÊNCIA DO SISTEMA TERRESTRE,578307,PROJETO INSTITUTO DO MILENIO LBA 2,PESQUISA,01/01/2004,01/01/2004,NÃO,SIM,1,19636,PARTICIPANTE EXTERNO,BRASIL
2020,CIÊNCIA DO SISTEMA TERRESTRE,2010,INPE,CIÊNCIAS AMBIENTAIS,ACADÊMICO,CIÊNCIA DO SISTEMA TERRESTRE,578307,PROJETO INSTITUTO DO MILENIO LBA 2,PESQUISA,01/01/2004,01/01/2004,NÃO,SIM,0,13772,PARTICIPANTE EXTERNO,BRASIL
2020,CIÊNCIA DO SISTEMA TERRESTRE,2010,INPE,CIÊNCIAS AMBIENTAIS,ACADÊMICO,CIÊNCIA DO SISTEMA TERRESTRE,578289,PROJETO LBA,PESQUISA,01/01/1995,01/01/1995,SIM,SIM,0,18232,DOCENTE,BRASIL
2020,CIÊNCIA DO SISTEMA TERRESTRE,2010,INPE,CIÊNCIAS AMBIENTAIS,ACADÊMICO,CIÊNCIA DO SISTEMA TERRESTRE,578289,PROJETO LBA,PESQUISA,01/01/1995,01/01/1995,SIM,SIM,1,15173,DOCENTE,BRASIL
2020,CIÊNCIA DO SISTEMA TERRESTRE,2010,INPE,CIÊNCIAS AMBIENTAIS,ACADÊMICO,CIÊNCIA DO SISTEMA TERRESTRE,578289,PROJETO LBA,PESQUISA,01/01/1995,01/01/1995,SIM,SIM,0,14471,PARTICIPANTE EXTERNO,BRASIL
2020,CIÊNCIA DO SISTEMA TERRESTRE,2010,INPE,CIÊNCIAS AMBIENTAIS,ACADÊMICO,CIÊNCIA DO SISTEMA TERRESTRE,578289,PROJETO LBA,PESQUISA,01/01/1995,01/01/1995,SIM,SIM,0,19636,PARTICIPANTE EXTERNO,BRASIL
2020,GEOFÍSICA ESPACIAL,1994,INPE,GEOCIÊNCIAS,ACADÊMICO,CIÊNCIA DO AMBIENTE SOLAR-TERRESTRE,189409,VARIAÇÕES GEOMAGNÉTICAS,PESQUISA,01/01/1996,01/01/1996,SIM,NÃO,0,14579,DOCENTE,BRASIL
2020,GEOFÍSICA ESPACIAL,1994,INPE,GEOCIÊNCIAS,ACADÊMICO,CIÊNCIA DO AMBIENTE SOLAR-TERRESTRE,189409,VARIAÇÕES GEOMAGNÉTICAS,PESQUISA,01/01/1996,01/01/1996,SIM,NÃO,0,267533,DOCENTE,BRASIL
2020,GEOFÍSICA ESPACIAL,1994,INPE,GEOCIÊNCIAS,ACADÊMICO,CIÊNCIA DO AMBIENTE SOLAR-TERRESTRE,189409,VARIAÇÕES GEOMAGNÉTICAS,PESQUISA,01/01/1996,01/01/1996,SIM,NÃO,1,11297,DOCENTE,BRASIL
2020,GEOFÍSICA ESPACIAL,1994,INPE,GEOCIÊNCIAS,ACADÊMICO,CIÊNCIA DO AMBIENTE SOLAR-TERRESTRE,189409,VARIAÇÕES GEOMAGNÉTICAS,PESQUISA,01/01/1996,01/01/1996,SIM,NÃO,0,481103,DISCENTE,BRASIL
2020,GEOFÍSICA ESPACIAL,1994,INPE,GEOCIÊNCIAS,ACADÊMICO,CIÊNCIA DO AMBIENTE SOLAR-TERRESTRE,189434,FÍSICA DE PLASMA ESPACIAL - PLAESP,PESQUISA,01/01/1996,01/01/1996,SIM,NÃO,0,535091,DOCENTE,BRASIL
2020,GEOFÍSICA ESPACIAL,1994,INPE,GEOCIÊNCIAS,ACADÊMICO,CIÊNCIA DO AMBIENTE SOLAR-TERRESTRE,189434,FÍSICA DE PLASMA ESPACIAL - PLAESP,PESQUISA,01/01/1996,01/01/1996,SIM,NÃO,1,523053,DOCENTE,BRASIL
2020,GEOFÍSICA ESPACIAL,1994,INPE,GEOCIÊNCIAS,ACADÊMICO,CIÊNCIA DO AMBIENTE SOLAR-TERRESTRE,189434,FÍSICA DE PLASMA ESPACIAL - PLAESP,PESQUISA,01/01/1996,01/01/1996,SIM,NÃO,0,963119,DOCENTE,BRASIL
2020,GEOFÍSICA ESPACIAL,1994,INPE,GEOCIÊNCIAS,ACADÊMICO,CIÊNCIA DO AMBIENTE SOLAR-TERRESTRE,189434,FÍSICA DE PLASMA ESPACIAL - PLAESP,PESQUISA,01/01/1996,01/01/1996,SIM,NÃO,0,1482029,PARTICIPANTE EXTERNO,ÍNDIA
2020,GEOFÍSICA ESPACIAL,1994,INPE,GEOCIÊNCIAS,ACADÊMICO,CIÊNCIA DO AMBIENTE SOLAR-TERRESTRE,189434,FÍSICA DE PLASMA ESPACIAL - PLAESP,PESQUISA,01/01/1996,01/01/1996,SIM,NÃO,0,83701,PARTICIPANTE EXTERNO,BRASIL
2020,GEOFÍSICA ESPACIAL,1994,INPE,GEOCIÊNCIAS,ACADÊMICO,CIÊNCIA DO AMBIENTE SOLAR-TERRESTRE,189434,FÍSICA DE PLASMA ESPACIAL - PLAESP,PESQUISA,01/01/1996,01/01/1996,SIM,NÃO,0,271935,PARTICIPANTE EXTERNO,CHILE
2020,GEOFÍSICA ESPACIAL,1994,INPE,GEOCIÊNCIAS,ACADÊMICO,CIÊNCIA DO AMBIENTE SOLAR-TERRESTRE,189434,FÍSICA DE PLASMA ESPACIAL - PLAESP,PESQUISA,01/01/1996,01/01/1996,SIM,NÃO,0,1479411,PARTICIPANTE EXTERNO,ESTADOS UNIDOS
2020,GEOFÍSICA ESPACIAL,1994,INPE,GEOCIÊNCIAS,ACADÊMICO,CIÊNCIA DO AMBIENTE SOLAR-TERRESTRE,189434,FÍSICA DE PLASMA ESPACIAL - PLAESP,PESQUISA,01/01/1996,01/01/1996,SIM,NÃO,0,499538,DISCENTE,BRASIL
2020,GEOFÍSICA ESPACIAL,1994,INPE,GEOCIÊNCIAS,ACADÊMICO,CIÊNCIA DO AMBIENTE SOLAR-TERRESTRE,189434,FÍSICA DE PLASMA ESPACIAL - PLAESP,PESQUISA,01/01/1996,01/01/1996,SIM,NÃO,0,564166,DISCENTE,BRASIL
2020,CIÊNCIA DO SISTEMA TERRESTRE,2010,INPE,CIÊNCIAS AMBIENTAIS,ACADÊMICO,CIÊNCIA DO SISTEMA TERRESTRE,576678,"A ""FLORESTA URBANIZADA"": O GRADIENTE URBANO NA AMAZÔNIA BRASILEIRA",PESQUISA,01/01/2018,01/01/2018,SIM,NÃO,1,524412,DOCENTE,BRASIL
2020,CIÊNCIA DO SISTEMA TERRESTRE,2010,INPE,CIÊNCIAS AMBIENTAIS,ACADÊMICO,CIÊNCIA DO SISTEMA TERRESTRE,576678,"A ""FLORESTA URBANIZADA"": O GRADIENTE URBANO NA AMAZÔNIA BRASILEIRA",PESQUISA,01/01/2018,01/01/2018,SIM,NÃO,0,521315,PARTICIPANTE EXTERNO,BRASIL
2020,CIÊNCIA DO SISTEMA TERRESTRE,2010,INPE,CIÊNCIAS AMBIENTAIS,ACADÊMICO,CIÊNCIA DO SISTEMA TERRESTRE,641036,ADAPTABRASIL - SISTEMA BRASILEIRO DE MONITORAMENTO E OBSERVAÇÃO DO IMPACTO DA MUDANÇA CLIMÁTICA,PESQUISA,16/10/2020,16/10/2020,NÃO,SIM,0,430259,DOCENTE,BRASIL
2020,CIÊNCIA DO SISTEMA TERRESTRE,2010,INPE,CIÊNCIAS AMBIENTAIS,ACADÊMICO,CIÊNCIA DO SISTEMA TERRESTRE,641036,ADAPTABRASIL - SISTEMA BRASILEIRO DE MONITORAMENTO E OBSERVAÇÃO DO IMPACTO DA MUDANÇA CLIMÁTICA,PESQUISA,16/10/2020,16/10/2020,NÃO,SIM,1,525588,DOCENTE,BRASIL
2020,CIÊNCIA DO SISTEMA TERRESTRE,2010,INPE,CIÊNCIAS AMBIENTAIS,ACADÊMICO,CIÊNCIA DO SISTEMA TERRESTRE,641036,ADAPTABRASIL - SISTEMA BRASILEIRO DE MONITORAMENTO E OBSERVAÇÃO DO IMPACTO DA MUDANÇA CLIMÁTICA,PESQUISA,16/10/2020,16/10/2020,NÃO,SIM,0,98568,DOCENTE,BRASIL
2020,CIÊNCIA DO SISTEMA TERRESTRE,2010,INPE,CIÊNCIAS AMBIENTAIS,ACADÊMICO,CIÊNCIA DO SISTEMA TERRESTRE,641036,ADAPTABRASIL - SISTEMA BRASILEIRO DE MONITORAMENTO E OBSERVAÇÃO DO IMPACTO DA MUDANÇA CLIMÁTICA,PESQUISA,16/10/2020,16/10/2020,NÃO,SIM,0,852211,DOCENTE,BRASIL
2020,GEOFÍSICA ESPACIAL,1994,INPE,GEOCIÊNCIAS,ACADÊMICO,CIÊNCIAS ATMOSFÉRICAS,189402,AEROLUMINESCÊNCIA COMO INDICADOR DAS ONDAS ATMOSFÉRICAS,PESQUISA,01/01/1996,01/01/1996,SIM,SIM,0,531588,DOCENTE,BRASIL
2020,GEOFÍSICA ESPACIAL,1994,INPE,GEOCIÊNCIAS,ACADÊMICO,CIÊNCIAS ATMOSFÉRICAS,189402,AEROLUMINESCÊNCIA COMO INDICADOR DAS ONDAS ATMOSFÉRICAS,PESQUISA,01/01/1996,01/01/1996,SIM,SIM,0,537190,DOCENTE,BRASIL
2020,GEOFÍSICA ESPACIAL,1994,INPE,GEOCIÊNCIAS,ACADÊMICO,CIÊNCIAS ATMOSFÉRICAS,189402,AEROLUMINESCÊNCIA COMO INDICADOR DAS ONDAS ATMOSFÉRICAS,PESQUISA,01/01/1996,01/01/1996,SIM,SIM,1,18523,DOCENTE,BRASIL
2020,GEOFÍSICA ESPACIAL,1994,INPE,GEOCIÊNCIAS,ACADÊMICO,CIÊNCIAS ATMOSFÉRICAS,189402,AEROLUMINESCÊNCIA COMO INDICADOR DAS ONDAS ATMOSFÉRICAS,PESQUISA,01/01/1996,01/01/1996,SIM,SIM,0,20929,DOCENTE,BRASIL
2020,GEOFÍSICA ESPACIAL,1994,INPE,GEOCIÊNCIAS,ACADÊMICO,CIÊNCIAS ATMOSFÉRICAS,189402,AEROLUMINESCÊNCIA COMO INDICADOR DAS ONDAS ATMOSFÉRICAS,PESQUISA,01/01/1996,01/01/1996,SIM,SIM,0,22125,DOCENTE,BRASIL
2020,GEOFÍSICA ESPACIAL,1994,INPE,GEOCIÊNCIAS,ACADÊMICO,CIÊNCIAS ATMOSFÉRICAS,189402,AEROLUMINESCÊNCIA COMO INDICADOR DAS ONDAS ATMOSFÉRICAS,PESQUISA,01/01/1996,01/01/1996,SIM,SIM,0,1272933,DISCENTE,BRASIL
2020,GEOFÍSICA ESPACIAL,1994,INPE,GEOCIÊNCIAS,ACADÊMICO,CIÊNCIAS ATMOSFÉRICAS,189402,AEROLUMINESCÊNCIA COMO INDICADOR DAS ONDAS ATMOSFÉRICAS,PESQUISA,01/01/1996,01/01/1996,SIM,SIM,0,2166733,DISCENTE,GANA
2020,GEOFÍSICA ESPACIAL,1994,INPE,GEOCIÊNCIAS,ACADÊMICO,CIÊNCIAS ATMOSFÉRICAS,189402,AEROLUMINESCÊNCIA COMO INDICADOR DAS ONDAS ATMOSFÉRICAS,PESQUISA,01/01/1996,01/01/1996,SIM,SIM,0,1337955,DISCENTE,BRASIL
2020,GEOFÍSICA ESPACIAL,1994,INPE,GEOCIÊNCIAS,ACADÊMICO,CIÊNCIAS ATMOSFÉRICAS,189402,AEROLUMINESCÊNCIA COMO INDICADOR DAS ONDAS ATMOSFÉRICAS,PESQUISA,01/01/1996,01/01/1996,SIM,SIM,0,535130,DOCENTE,BRASIL
2020,GEOFÍSICA ESPACIAL,1994,INPE,GEOCIÊNCIAS,ACADÊMICO,CIÊNCIAS ATMOSFÉRICAS,189402,AEROLUMINESCÊNCIA COMO INDICADOR DAS ONDAS ATMOSFÉRICAS,PESQUISA,01/01/1996,01/01/1996,SIM,SIM,0,135287,PARTICIPANTE EXTERNO,BRASIL
2020,GEOFÍSICA ESPACIAL,1994,INPE,GEOCIÊNCIAS,ACADÊMICO,CIÊNCIAS ATMOSFÉRICAS,189402,AEROLUMINESCÊNCIA COMO INDICADOR DAS ONDAS ATMOSFÉRICAS,PESQUISA,01/01/1996,01/01/1996,SIM,SIM,0,141122,PARTICIPANTE EXTERNO,BRASIL
2020,GEOFÍSICA ESPACIAL,1994,INPE,GEOCIÊNCIAS,ACADÊMICO,CIÊNCIAS ATMOSFÉRICAS,189402,AEROLUMINESCÊNCIA COMO INDICADOR DAS ONDAS ATMOSFÉRICAS,PESQUISA,01/01/1996,01/01/1996,SIM,SIM,0,20595,PARTICIPANTE EXTERNO,BRASIL
2020,GEOFÍSICA ESPACIAL,1994,INPE,GEOCIÊNCIAS,ACADÊMICO,CIÊNCIAS ATMOSFÉRICAS,189402,AEROLUMINESCÊNCIA COMO INDICADOR DAS ONDAS ATMOSFÉRICAS,PESQUISA,01/01/1996,01/01/1996,SIM,SIM,0,18242,PARTICIPANTE EXTERNO,BRASIL
2020,GEOFÍSICA ESPACIAL,1994,INPE,GEOCIÊNCIAS,ACADÊMICO,CIÊNCIAS ATMOSFÉRICAS,189402,AEROLUMINESCÊNCIA COMO INDICADOR DAS ONDAS ATMOSFÉRICAS,PESQUISA,01/01/1996,01/01/1996,SIM,SIM,0,531040,PARTICIPANTE EXTERNO,BRASIL
2020,GEOFÍSICA ESPACIAL,1994,INPE,GEOCIÊNCIAS,ACADÊMICO,CIÊNCIAS ATMOSFÉRICAS,189402,AEROLUMINESCÊNCIA COMO INDICADOR DAS ONDAS ATMOSFÉRICAS,PESQUISA,01/01/1996,01/01/1996,SIM,SIM,0,171778,PARTICIPANTE EXTERNO,BRASIL
2020,GEOFÍSICA ESPACIAL,1994,INPE,GEOCIÊNCIAS,ACADÊMICO,CIÊNCIAS ATMOSFÉRICAS,189402,AEROLUMINESCÊNCIA COMO INDICADOR DAS ONDAS ATMOSFÉRICAS,PESQUISA,01/01/1996,01/01/1996,SIM,SIM,0,2828031,DISCENTE,BRASIL
2020,GEOFÍSICA ESPACIAL,1994,INPE,GEOCIÊNCIAS,ACADÊMICO,CIÊNCIAS ATMOSFÉRICAS,189402,AEROLUMINESCÊNCIA COMO INDICADOR DAS ONDAS ATMOSFÉRICAS,PESQUISA,01/01/1996,01/01/1996,SIM,SIM,0,1515205,DISCENTE,GANA
2020,GEOFÍSICA ESPACIAL,1994,INPE,GEOCIÊNCIAS,ACADÊMICO,CIÊNCIA DO AMBIENTE SOLAR-TERRESTRE,189421,ANÁLISE DE CARACTERÍSTICAS MULTI-ESCALA E INTRÍNSECAS DAS PERTURBAÇÕES GEOMAGNÉTICAS PARA PROPÓSITOS DE MODELAGEM,PESQUISA,01/01/2008,01/01/2008,NÃO,NÃO,0,21431,DOCENTE,BRASIL
2020,GEOFÍSICA ESPACIAL,1994,INPE,GEOCIÊNCIAS,ACADÊMICO,CIÊNCIA DO AMBIENTE SOLAR-TERRESTRE,189421,ANÁLISE DE CARACTERÍSTICAS MULTI-ESCALA E INTRÍNSECAS DAS PERTURBAÇÕES GEOMAGNÉTICAS PARA PROPÓSITOS DE MODELAGEM,PESQUISA,01/01/2008,01/01/2008,NÃO,NÃO,1,528597,DOCENTE,BRASIL
