ID_PROJETO,ID_PESSOA,NM_PROJETO,DS_TIPO_MEMBRO
189403,18523,FOTOQUÍMICA E DINÂMICA DA ALTA ATMOSFERA POLAR DO CONTINENTE ANTÁRTICO,DOCENTE
189403,452707,FOTOQUÍMICA E DINÂMICA DA ALTA ATMOSFERA POLAR DO CONTINENTE ANTÁRTICO,PARTICIPANTE EXTERNO
189403,177729,FOTOQUÍMICA E DINÂMICA DA ALTA ATMOSFERA POLAR DO CONTINENTE ANTÁRTICO,PARTICIPANTE EXTERNO
189403,83256,FOTOQUÍMICA E DINÂMICA DA ALTA ATMOSFERA POLAR DO CONTINENTE ANTÁRTICO,PARTICIPANTE EXTERNO
189403,18242,FOTOQUÍMICA E DINÂMICA DA ALTA ATMOSFERA POLAR DO CONTINENTE ANTÁRTICO,PARTICIPANTE EXTERNO
189413,822539,ESTUDO DE MAGNETOSFERAS PLANETÁRIAS,PÓS-DOC
189413,535091,ESTUDO DE MAGNETOSFERAS PLANETÁRIAS,DOCENTE
189413,523053,ESTUDO DE MAGNETOSFERAS PLANETÁRIAS,DOCENTE
189413,10789,ESTUDO DE MAGNETOSFERAS PLANETÁRIAS,DOCENTE
189413,3059075,ESTUDO DE MAGNETOSFERAS PLANETÁRIAS,DISCENTE
189413,156982,ESTUDO DE MAGNETOSFERAS PLANETÁRIAS,PARTICIPANTE EXTERNO
189413,1007493,ESTUDO DE MAGNETOSFERAS PLANETÁRIAS,PARTICIPANTE EXTERNO
189413,1096489,ESTUDO DE MAGNETOSFERAS PLANETÁRIAS,DISCENTE
189413,1495111,ESTUDO DE MAGNETOSFERAS PLANETÁRIAS,PARTICIPANTE EXTERNO
525796,52877,ESTUDO DO ACOPLAMENTO ENTRE A ATMOSFERA NEUTRA E IONIZADA USANDO TECNICAS ÓTICAS E DE RÁDIO EM SOLO E DADOS DE SATÉLITE,PARTICIPANTE EXTERNO
525796,517225,ESTUDO DO ACOPLAMENTO ENTRE A ATMOSFERA NEUTRA E IONIZADA USANDO TECNICAS ÓTICAS E DE RÁDIO EM SOLO E DADOS DE SATÉLITE,DOCENTE
525796,22125,ESTUDO DO ACOPLAMENTO ENTRE A ATMOSFERA NEUTRA E IONIZADA USANDO TECNICAS ÓTICAS E DE RÁDIO EM SOLO E DADOS DE SATÉLITE,DOCENTE
525796,274333,ESTUDO DO ACOPLAMENTO ENTRE A ATMOSFERA NEUTRA E IONIZADA USANDO TECNICAS ÓTICAS E DE RÁDIO EM SOLO E DADOS DE SATÉLITE,PARTICIPANTE EXTERNO
526772,291012,FÍSICA DA IONOSFERA NO CONTEXTO DA RELAÇÃO SOL-TERRA (FIRST),PARTICIPANTE EXTERNO
526772,856686,FÍSICA DA IONOSFERA NO CONTEXTO DA RELAÇÃO SOL-TERRA (FIRST),DOCENTE
526772,227148,FÍSICA DA IONOSFERA NO CONTEXTO DA RELAÇÃO SOL-TERRA (FIRST),PARTICIPANTE EXTERNO
526772,2537299,FÍSICA DA IONOSFERA NO CONTEXTO DA RELAÇÃO SOL-TERRA (FIRST),DISCENTE
526772,487721,FÍSICA DA IONOSFERA NO CONTEXTO DA RELAÇÃO SOL-TERRA (FIRST),DISCENTE
189424,52877,ESTUDOS DA DINÂMICA MESOFÉRICA VIA RADAR METEÓRICO,PARTICIPANTE EXTERNO
189424,517225,ESTUDOS DA DINÂMICA MESOFÉRICA VIA RADAR METEÓRICO,DOCENTE
189424,22125,ESTUDOS DA DINÂMICA MESOFÉRICA VIA RADAR METEÓRICO,DOCENTE
189538,12998,DESENVOLVIMENTO CERÂMICAS MICRO E NANOESTRUTURADAS E NANOPOROSAS PARA CAPTURA DE CO2,PARTICIPANTE EXTERNO
189538,20504,DESENVOLVIMENTO CERÂMICAS MICRO E NANOESTRUTURADAS E NANOPOROSAS PARA CAPTURA DE CO2,DOCENTE
189556,1159729,MINIOBSERVATÓRIO ASTRONÔMICO DO INPE,DISCENTE
189556,1159985,MINIOBSERVATÓRIO ASTRONÔMICO DO INPE,DISCENTE
189556,526577,MINIOBSERVATÓRIO ASTRONÔMICO DO INPE,PARTICIPANTE EXTERNO
189556,930780,MINIOBSERVATÓRIO ASTRONÔMICO DO INPE,DOCENTE
189556,525564,MINIOBSERVATÓRIO ASTRONÔMICO DO INPE,DOCENTE
189556,539215,MINIOBSERVATÓRIO ASTRONÔMICO DO INPE,DOCENTE
189556,525315,MINIOBSERVATÓRIO ASTRONÔMICO DO INPE,DOCENTE
189571,536830,MODELAGEM DA ATMOSFERA SOLAR QUIESCENTE COM DIAGNÓSTICO EM RÁDIO E EUV,DOCENTE
189570,536830,MODELAGEM DE EXPLOSÕES SOLARES COM DIAGNÓSTICO EM RÁDIO E RAIOS X,DOCENTE
189552,6594,O EFEITO SUNYAEV-ZELDOVICH,DOCENTE
528789,18819,O QUE DETERMINA O CRESCIMENTO DA MASSA ESTELAR DE GALÁXIAS ELÍPTICAS? INTRÍNSECO OU AMBIENTE: A SAGA CONTINUA...,PARTICIPANTE EXTERNO
528789,42783,O QUE DETERMINA O CRESCIMENTO DA MASSA ESTELAR DE GALÁXIAS ELÍPTICAS? INTRÍNSECO OU AMBIENTE: A SAGA CONTINUA...,PARTICIPANTE EXTERNO
528789,215575,O QUE DETERMINA O CRESCIMENTO DA MASSA ESTELAR DE GALÁXIAS ELÍPTICAS? INTRÍNSECO OU AMBIENTE: A SAGA CONTINUA...,PARTICIPANTE EXTERNO
528789,546938,O QUE DETERMINA O CRESCIMENTO DA MASSA ESTELAR DE GALÁXIAS ELÍPTICAS? INTRÍNSECO OU AMBIENTE: A SAGA CONTINUA...,PARTICIPANTE EXTERNO
528789,274141,O QUE DETERMINA O CRESCIMENTO DA MASSA ESTELAR DE GALÁXIAS ELÍPTICAS? INTRÍNSECO OU AMBIENTE: A SAGA CONTINUA...,PARTICIPANTE EXTERNO
528789,655459,O QUE DETERMINA O CRESCIMENTO DA MASSA ESTELAR DE GALÁXIAS ELÍPTICAS? INTRÍNSECO OU AMBIENTE: A SAGA CONTINUA...,PARTICIPANTE EXTERNO
528789,523253,O QUE DETERMINA O CRESCIMENTO DA MASSA ESTELAR DE GALÁXIAS ELÍPTICAS? INTRÍNSECO OU AMBIENTE: A SAGA CONTINUA...,PARTICIPANTE EXTERNO
528789,2077443,O QUE DETERMINA O CRESCIMENTO DA MASSA ESTELAR DE GALÁXIAS ELÍPTICAS? INTRÍNSECO OU AMBIENTE: A SAGA CONTINUA...,PARTICIPANTE EXTERNO
528789,3055193,O QUE DETERMINA O CRESCIMENTO DA MASSA ESTELAR DE GALÁXIAS ELÍPTICAS? INTRÍNSECO OU AMBIENTE: A SAGA CONTINUA...,DISCENTE
528789,941133,O QUE DETERMINA O CRESCIMENTO DA MASSA ESTELAR DE GALÁXIAS ELÍPTICAS? INTRÍNSECO OU AMBIENTE: A SAGA CONTINUA...,DOCENTE
645713,2134053,LOCALIZADOR DE EXPLOSÕES CÓSMICAS DE RAIOS X (LECX),DISCENTE
645713,1320513,LOCALIZADOR DE EXPLOSÕES CÓSMICAS DE RAIOS X (LECX),PARTICIPANTE EXTERNO
645713,1056303,LOCALIZADOR DE EXPLOSÕES CÓSMICAS DE RAIOS X (LECX),PARTICIPANTE EXTERNO
645713,954412,LOCALIZADOR DE EXPLOSÕES CÓSMICAS DE RAIOS X (LECX),DOCENTE
645713,525315,LOCALIZADOR DE EXPLOSÕES CÓSMICAS DE RAIOS X (LECX),DOCENTE
189553,1159985,OBSERVAÇÕES E MODELAGEM DE VARIÁVEIS CATACLÍSMICAS E OUTROS SISTEMAS BINÁRIOS,DISCENTE
189553,318692,OBSERVAÇÕES E MODELAGEM DE VARIÁVEIS CATACLÍSMICAS E OUTROS SISTEMAS BINÁRIOS,PARTICIPANTE EXTERNO
189553,435180,OBSERVAÇÕES E MODELAGEM DE VARIÁVEIS CATACLÍSMICAS E OUTROS SISTEMAS BINÁRIOS,PARTICIPANTE EXTERNO
189553,2131870,OBSERVAÇÕES E MODELAGEM DE VARIÁVEIS CATACLÍSMICAS E OUTROS SISTEMAS BINÁRIOS,PARTICIPANTE EXTERNO
189553,525564,OBSERVAÇÕES E MODELAGEM DE VARIÁVEIS CATACLÍSMICAS E OUTROS SISTEMAS BINÁRIOS,DOCENTE
189553,817154,OBSERVAÇÕES E MODELAGEM DE VARIÁVEIS CATACLÍSMICAS E OUTROS SISTEMAS BINÁRIOS,PÓS-DOC
189553,539215,OBSERVAÇÕES E MODELAGEM DE VARIÁVEIS CATACLÍSMICAS E OUTROS SISTEMAS BINÁRIOS,DOCENTE
189553,536830,OBSERVAÇÕES E MODELAGEM DE VARIÁVEIS CATACLÍSMICAS E OUTROS SISTEMAS BINÁRIOS,DOCENTE
563891,385444,MATÉRIA ESCURA,PARTICIPANTE EXTERNO
563891,6594,MATÉRIA ESCURA,DOCENTE
563891,943574,MATÉRIA ESCURA,DOCENTE
563891,523332,MATÉRIA ESCURA,DOCENTE
189566,526577,MEIO INTERESTELAR,PARTICIPANTE EXTERNO
189566,6594,MEIO INTERESTELAR,DOCENTE
189561,930780,OBSERVAÇÕES FOTOMÉTRICAS DE OCULTAÇÕES ESTELARES POR ASTEROIDES TRANSNETUNIANOS,DOCENTE
189564,435180,PLANETAS E LUAS EXTRASOLARES,PARTICIPANTE EXTERNO
189564,525564,PLANETAS E LUAS EXTRASOLARES,DOCENTE
189564,539215,PLANETAS E LUAS EXTRASOLARES,DOCENTE
189578,521323,TEORIAS ALTERNATIVAS DA GRAVITAÇÃO,DOCENTE
189578,22350,TEORIAS ALTERNATIVAS DA GRAVITAÇÃO,DOCENTE
189578,630433,TEORIAS ALTERNATIVAS DA GRAVITAÇÃO,DOCENTE
189578,307581,TEORIAS ALTERNATIVAS DA GRAVITAÇÃO,PARTICIPANTE EXTERNO
189555,510238,POPULAÇÕES ESTELARES EM GALÁXIAS ELÍPTICAS E LENTICULARES,PARTICIPANTE EXTERNO
189555,403832,POPULAÇÕES ESTELARES EM GALÁXIAS ELÍPTICAS E LENTICULARES,PARTICIPANTE EXTERNO
189555,930780,POPULAÇÕES ESTELARES EM GALÁXIAS ELÍPTICAS E LENTICULARES,DOCENTE
189581,15895,PROJETOS ESPACIAIS DE DETECÇÃO DE ONDAS GRAVITACIONAIS,PARTICIPANTE EXTERNO
189581,206986,PROJETOS ESPACIAIS DE DETECÇÃO DE ONDAS GRAVITACIONAIS,PARTICIPANTE EXTERNO
189581,14064,PROJETOS ESPACIAIS DE DETECÇÃO DE ONDAS GRAVITACIONAIS,PARTICIPANTE EXTERNO
189581,530622,PROJETOS ESPACIAIS DE DETECÇÃO DE ONDAS GRAVITACIONAIS,PARTICIPANTE EXTERNO
189581,307581,PROJETOS ESPACIAIS DE DETECÇÃO DE ONDAS GRAVITACIONAIS,PARTICIPANTE EXTERNO
189581,109083,PROJETOS ESPACIAIS DE DETECÇÃO DE ONDAS GRAVITACIONAIS,PARTICIPANTE EXTERNO
189581,18967,PROJETOS ESPACIAIS DE DETECÇÃO DE ONDAS GRAVITACIONAIS,PARTICIPANTE EXTERNO
189581,995440,PROJETOS ESPACIAIS DE DETECÇÃO DE ONDAS GRAVITACIONAIS,PARTICIPANTE EXTERNO
189581,521323,PROJETOS ESPACIAIS DE DETECÇÃO DE ONDAS GRAVITACIONAIS,DOCENTE
189581,1431454,PROJETOS ESPACIAIS DE DETECÇÃO DE ONDAS GRAVITACIONAIS,DOCENTE
189581,22350,PROJETOS ESPACIAIS DE DETECÇÃO DE ONDAS GRAVITACIONAIS,DOCENTE
578288,315726,OPEN NETWORK FOR WATER-RELATED DISEASES (ONWARD),PARTICIPANTE EXTERNO
578288,538975,OPEN NETWORK FOR WATER-RELATED DISEASES (ONWARD),DOCENTE
578288,1478542,OPEN NETWORK FOR WATER-RELATED DISEASES (ONWARD),DISCENTE
578288,1328956,OPEN NETWORK FOR WATER-RELATED DISEASES (ONWARD),DISCENTE
446076,1014127,"DINÂMICA AGRÍCOLA DO CERRADO BRASILEIRO: ANÁLISES, PROJEÇÕES E CENÁRIOS FUTUROS (1940 - 2016 - 2040)",DOCENTE
446076,16247,"DINÂMICA AGRÍCOLA DO CERRADO BRASILEIRO: ANÁLISES, PROJEÇÕES E CENÁRIOS FUTUROS (1940 - 2016 - 2040)",PARTICIPANTE EXTERNO
446076,459556,"DINÂMICA AGRÍCOLA DO CERRADO BRASILEIRO: ANÁLISES, PROJEÇÕES E CENÁRIOS FUTUROS (1940 - 2016 - 2040)",PARTICIPANTE EXTERNO
578315,315726,REDE ABROLHOS (PELD),PARTICIPANTE EXTERNO
578315,320057,REDE ABROLHOS (PELD),DISCENTE
578315,318572,REDE ABROLHOS (PELD),PÓS-DOC
578315,538975,REDE ABROLHOS (PELD),DOCENTE
578315,474104,REDE ABROLHOS (PELD),PARTICIPANTE EXTERNO
189361,47377,INSTITUTO NACIONAL DE CIÊNCIA E TECNOLOGIA PARA MUDANÇAS CLIMÁTICAS/ZONAS COSTEIRAS,DOCENTE
511519,477173,INTERAÇÃO GELO MARINHO-OCEANO-ATMOSFERA-ONDAS NO SETOR ATLÂNTICO DO OCEANO AUSTRAL E A RELAÇÃO COM O CLIMA DA AMÉRICA DO SUL. (ATMOS - ANTARCTIC MODELING OBSERVATION SYSTEM),PARTICIPANTE EXTERNO
511519,531990,INTERAÇÃO GELO MARINHO-OCEANO-ATMOSFERA-ONDAS NO SETOR ATLÂNTICO DO OCEANO AUSTRAL E A RELAÇÃO COM O CLIMA DA AMÉRICA DO SUL. (ATMOS - ANTARCTIC MODELING OBSERVATION SYSTEM),DOCENTE
511519,728390,INTERAÇÃO GELO MARINHO-OCEANO-ATMOSFERA-ONDAS NO SETOR ATLÂNTICO DO OCEANO AUSTRAL E A RELAÇÃO COM O CLIMA DA AMÉRICA DO SUL. (ATMOS - ANTARCTIC MODELING OBSERVATION SYSTEM),DISCENTE
511519,1406067,INTERAÇÃO GELO MARINHO-OCEANO-ATMOSFERA-ONDAS NO SETOR ATLÂNTICO DO OCEANO AUSTRAL E A RELAÇÃO COM O CLIMA DA AMÉRICA DO SUL. (ATMOS - ANTARCTIC MODELING OBSERVATION SYSTEM),DISCENTE
578291,315726,ANÁLISE ESPACIAL DA COSTA BRASILEIRA POR MEIO DE SENSORIAMENTO REMOTO HIPERESPECTRAL (GT-RS-SAT),PARTICIPANTE EXTERNO
578291,318572,ANÁLISE ESPACIAL DA COSTA BRASILEIRA POR MEIO DE SENSORIAMENTO REMOTO HIPERESPECTRAL (GT-RS-SAT),PÓS-DOC
578291,538975,ANÁLISE ESPACIAL DA COSTA BRASILEIRA POR MEIO DE SENSORIAMENTO REMOTO HIPERESPECTRAL (GT-RS-SAT),DOCENTE
578291,1824586,ANÁLISE ESPACIAL DA COSTA BRASILEIRA POR MEIO DE SENSORIAMENTO REMOTO HIPERESPECTRAL (GT-RS-SAT),EGRESSO
578291,474104,ANÁLISE ESPACIAL DA COSTA BRASILEIRA POR MEIO DE SENSORIAMENTO REMOTO HIPERESPECTRAL (GT-RS-SAT),PARTICIPANTE EXTERNO
642475,357193,DETECÇÃO AUTOMÁTICA DE DESMATAMENTO NOS BIOMAS AMAZÔNIA E CERRADO BRASILEIRO BASEADA EM APRENDIZADO PROFUNDO (DEEP LEARNING),PARTICIPANTE EXTERNO
642475,230243,DETECÇÃO AUTOMÁTICA DE DESMATAMENTO NOS BIOMAS AMAZÔNIA E CERRADO BRASILEIRO BASEADA EM APRENDIZADO PROFUNDO (DEEP LEARNING),PARTICIPANTE EXTERNO
642475,271180,DETECÇÃO AUTOMÁTICA DE DESMATAMENTO NOS BIOMAS AMAZÔNIA E CERRADO BRASILEIRO BASEADA EM APRENDIZADO PROFUNDO (DEEP LEARNING),EGRESSO
642475,533134,DETECÇÃO AUTOMÁTICA DE DESMATAMENTO NOS BIOMAS AMAZÔNIA E CERRADO BRASILEIRO BASEADA EM APRENDIZADO PROFUNDO (DEEP LEARNING),DOCENTE
642475,61321,DETECÇÃO AUTOMÁTICA DE DESMATAMENTO NOS BIOMAS AMAZÔNIA E CERRADO BRASILEIRO BASEADA EM APRENDIZADO PROFUNDO (DEEP LEARNING),DOCENTE
642475,588119,DETECÇÃO AUTOMÁTICA DE DESMATAMENTO NOS BIOMAS AMAZÔNIA E CERRADO BRASILEIRO BASEADA EM APRENDIZADO PROFUNDO (DEEP LEARNING),DISCENTE
564331,328961,WATERPROOFING DATA ++,PARTICIPANTE EXTERNO
564331,979788,WATERPROOFING DATA ++,DOCENTE
628217,533578,INSTITUTO NACIONAL DE CIÊNCIA E TECNOLOGIA (INCT) DA CRIOSFERA - CENTRO DE ESTUDOS DE INTERAÇÕES OCEANO-ATMOSFERA-CRIOSFERA (CEOAC).,PARTICIPANTE EXTERNO
628217,531990,INSTITUTO NACIONAL DE CIÊNCIA E TECNOLOGIA (INCT) DA CRIOSFERA - CENTRO DE ESTUDOS DE INTERAÇÕES OCEANO-ATMOSFERA-CRIOSFERA (CEOAC).,DOCENTE
189360,430748,USO DE DADOS MULTI-SATÉLITES PARA O MONITORAMENTO E ESTUDO DE VARIÁVEIS E FEIÇÕES OCEÂNICAS SOBRE A PLATAFORMA CONTINENTAL,PARTICIPANTE EXTERNO
189360,14440,USO DE DADOS MULTI-SATÉLITES PARA O MONITORAMENTO E ESTUDO DE VARIÁVEIS E FEIÇÕES OCEÂNICAS SOBRE A PLATAFORMA CONTINENTAL,DOCENTE
628211,1014127,ANÁLISE DA DISSIMILARIDADE ESPECTRAL EM SÉRIES TEMPORAIS DE IMAGENS SENTINEL-2 PARA O MONITORAMENTO DE CULTURAS AGRÍCOLAS E FITOFISIONOMIAS DO CERRADO,DOCENTE
628211,614364,ANÁLISE DA DISSIMILARIDADE ESPECTRAL EM SÉRIES TEMPORAIS DE IMAGENS SENTINEL-2 PARA O MONITORAMENTO DE CULTURAS AGRÍCOLAS E FITOFISIONOMIAS DO CERRADO,PÓS-DOC
189512,995261,ESTUDO DE SOLIDIFICAÇÃO DE METAIS EM CONDIÇÕES DE MICROGRAVIDADE,PARTICIPANTE EXTERNO
189512,947020,ESTUDO DE SOLIDIFICAÇÃO DE METAIS EM CONDIÇÕES DE MICROGRAVIDADE,PARTICIPANTE EXTERNO
287313,17434,TERRAME: AMBIENTE COMPUTACIONAL MULTI-PARADIGMA PARA O DESENVOLVIMENTO DE MODELOS INTEGRADOS NATUREZA-SOCIEDADE,DOCENTE
287313,852211,TERRAME: AMBIENTE COMPUTACIONAL MULTI-PARADIGMA PARA O DESENVOLVIMENTO DE MODELOS INTEGRADOS NATUREZA-SOCIEDADE,DOCENTE
287313,980391,TERRAME: AMBIENTE COMPUTACIONAL MULTI-PARADIGMA PARA O DESENVOLVIMENTO DE MODELOS INTEGRADOS NATUREZA-SOCIEDADE,DOCENTE
578272,85064,MUDANÇAS HIDROLÓGICAS E O PLANEJAMENTO SUSTENTÁVEL DE LONGO PRAZO DOS RECURSOS HÍDRICOS NA REGIÃO SUDESTE DO BRASIL,PARTICIPANTE EXTERNO
578272,269635,MUDANÇAS HIDROLÓGICAS E O PLANEJAMENTO SUSTENTÁVEL DE LONGO PRAZO DOS RECURSOS HÍDRICOS NA REGIÃO SUDESTE DO BRASIL,DOCENTE
600802,430259,SISMOI - SISTEMA BRASILEIRO DE MONITORAMENTO E OBSERVAÇÃO DO IMPACTO DA MUDANÇA CLIMÁTICA,DOCENTE
600802,525588,SISMOI - SISTEMA BRASILEIRO DE MONITORAMENTO E OBSERVAÇÃO DO IMPACTO DA MUDANÇA CLIMÁTICA,DOCENTE
600802,98568,SISMOI - SISTEMA BRASILEIRO DE MONITORAMENTO E OBSERVAÇÃO DO IMPACTO DA MUDANÇA CLIMÁTICA,DOCENTE
600802,852211,SISMOI - SISTEMA BRASILEIRO DE MONITORAMENTO E OBSERVAÇÃO DO IMPACTO DA MUDANÇA CLIMÁTICA,DOCENTE
600802,534574,SISMOI - SISTEMA BRASILEIRO DE MONITORAMENTO E OBSERVAÇÃO DO IMPACTO DA MUDANÇA CLIMÁTICA,PARTICIPANTE EXTERNO
601704,430259,SISTEMA DE INFORMAÇÕES E ANÁLISES SOBRE IMPACTOS DAS MUDANÇAS CLIMÁTICAS - IMPACTACLIMA,DOCENTE
601704,525588,SISTEMA DE INFORMAÇÕES E ANÁLISES SOBRE IMPACTOS DAS MUDANÇAS CLIMÁTICAS - IMPACTACLIMA,DOCENTE
601704,73013,SISTEMA DE INFORMAÇÕES E ANÁLISES SOBRE IMPACTOS DAS MUDANÇAS CLIMÁTICAS - IMPACTACLIMA,EGRESSO
601704,98568,SISTEMA DE INFORMAÇÕES E ANÁLISES SOBRE IMPACTOS DAS MUDANÇAS CLIMÁTICAS - IMPACTACLIMA,DOCENTE
601704,852211,SISTEMA DE INFORMAÇÕES E ANÁLISES SOBRE IMPACTOS DAS MUDANÇAS CLIMÁTICAS - IMPACTACLIMA,DOCENTE
601704,2077484,SISTEMA DE INFORMAÇÕES E ANÁLISES SOBRE IMPACTOS DAS MUDANÇAS CLIMÁTICAS - IMPACTACLIMA,PARTICIPANTE EXTERNO
601704,936870,SISTEMA DE INFORMAÇÕES E ANÁLISES SOBRE IMPACTOS DAS MUDANÇAS CLIMÁTICAS - IMPACTACLIMA,DISCENTE
636467,975072,CLIMAX - CLIMATE SERVICES THROUGH KNOWLEDGE CO-PRODUCTION: A EURO-SOUTH AMERICAN INITIATIVE FOR STRENGTHENING SOCIETAL ADAPTATION RESPONSE TO EXTREME EVENTS,DOCENTE
636467,22039,CLIMAX - CLIMATE SERVICES THROUGH KNOWLEDGE CO-PRODUCTION: A EURO-SOUTH AMERICAN INITIATIVE FOR STRENGTHENING SOCIETAL ADAPTATION RESPONSE TO EXTREME EVENTS,DOCENTE
636467,254192,CLIMAX - CLIMATE SERVICES THROUGH KNOWLEDGE CO-PRODUCTION: A EURO-SOUTH AMERICAN INITIATIVE FOR STRENGTHENING SOCIETAL ADAPTATION RESPONSE TO EXTREME EVENTS,EGRESSO
636467,1313003,CLIMAX - CLIMATE SERVICES THROUGH KNOWLEDGE CO-PRODUCTION: A EURO-SOUTH AMERICAN INITIATIVE FOR STRENGTHENING SOCIETAL ADAPTATION RESPONSE TO EXTREME EVENTS,EGRESSO
636467,874852,CLIMAX - CLIMATE SERVICES THROUGH KNOWLEDGE CO-PRODUCTION: A EURO-SOUTH AMERICAN INITIATIVE FOR STRENGTHENING SOCIETAL ADAPTATION RESPONSE TO EXTREME EVENTS,DISCENTE
636467,1666822,CLIMAX - CLIMATE SERVICES THROUGH KNOWLEDGE CO-PRODUCTION: A EURO-SOUTH AMERICAN INITIATIVE FOR STRENGTHENING SOCIETAL ADAPTATION RESPONSE TO EXTREME EVENTS,DISCENTE
562640,12546,DESENVOLVIMENTO DE MODELO CLIMÁTICO DO SISTEMA TERRESTRE E GERAÇÃO DE PROJEÇÕES DE MUDANÇAS DO CLIMA COM OS NOVOS CENÁRIOS SSP,DOCENTE
562640,623324,DESENVOLVIMENTO DE MODELO CLIMÁTICO DO SISTEMA TERRESTRE E GERAÇÃO DE PROJEÇÕES DE MUDANÇAS DO CLIMA COM OS NOVOS CENÁRIOS SSP,EGRESSO
562640,786364,DESENVOLVIMENTO DE MODELO CLIMÁTICO DO SISTEMA TERRESTRE E GERAÇÃO DE PROJEÇÕES DE MUDANÇAS DO CLIMA COM OS NOVOS CENÁRIOS SSP,DISCENTE
637104,538442,"DESENVOLVIMENTO DO MODELO BRASILEIRO DO SISTEMA TERRESTRE - BESM E GERAÇÃO DE CENÁRIOS DE MUDANÇAS CLIMÁTICAS, VISANDO ESTUDOS DE IMPACTOS SOBRE OS RECURSOS HÍDRICOS.",PARTICIPANTE EXTERNO
637104,308947,"DESENVOLVIMENTO DO MODELO BRASILEIRO DO SISTEMA TERRESTRE - BESM E GERAÇÃO DE CENÁRIOS DE MUDANÇAS CLIMÁTICAS, VISANDO ESTUDOS DE IMPACTOS SOBRE OS RECURSOS HÍDRICOS.",EGRESSO
637104,19926,"DESENVOLVIMENTO DO MODELO BRASILEIRO DO SISTEMA TERRESTRE - BESM E GERAÇÃO DE CENÁRIOS DE MUDANÇAS CLIMÁTICAS, VISANDO ESTUDOS DE IMPACTOS SOBRE OS RECURSOS HÍDRICOS.",DOCENTE
637104,49903,"DESENVOLVIMENTO DO MODELO BRASILEIRO DO SISTEMA TERRESTRE - BESM E GERAÇÃO DE CENÁRIOS DE MUDANÇAS CLIMÁTICAS, VISANDO ESTUDOS DE IMPACTOS SOBRE OS RECURSOS HÍDRICOS.",EGRESSO
189296,531990,ESTUDO DA INTERAÇÃO OCEANO-ATMOSFERA NA REGIÃO DA CONFLUÊNCIA BRASIL-MALVINAS E SUA RELAÇÃO COM PROCESSOS OCEÂNICOS E ATMOSFÉRICOS SUBANTÁRTICOS E ANTÁRTICOS - INTERCONF,DOCENTE
593605,828106,"DESENVOLVIMENTO DO MODELO REGIONAL DO SISTEMA TERRESTRE ETA E GERAÇÃO DE CENÁRIOS DE MUDANÇAS CLIMÁTICAS E DE USOS DA TERRA, VISANDO ESTUDOS DE IMPACTOS SOBRE OS RECURSOS HÍDRICOS",DISCENTE
593605,12546,"DESENVOLVIMENTO DO MODELO REGIONAL DO SISTEMA TERRESTRE ETA E GERAÇÃO DE CENÁRIOS DE MUDANÇAS CLIMÁTICAS E DE USOS DA TERRA, VISANDO ESTUDOS DE IMPACTOS SOBRE OS RECURSOS HÍDRICOS",DOCENTE
593605,15389,"DESENVOLVIMENTO DO MODELO REGIONAL DO SISTEMA TERRESTRE ETA E GERAÇÃO DE CENÁRIOS DE MUDANÇAS CLIMÁTICAS E DE USOS DA TERRA, VISANDO ESTUDOS DE IMPACTOS SOBRE OS RECURSOS HÍDRICOS",PARTICIPANTE EXTERNO
593605,786364,"DESENVOLVIMENTO DO MODELO REGIONAL DO SISTEMA TERRESTRE ETA E GERAÇÃO DE CENÁRIOS DE MUDANÇAS CLIMÁTICAS E DE USOS DA TERRA, VISANDO ESTUDOS DE IMPACTOS SOBRE OS RECURSOS HÍDRICOS",DISCENTE
593605,36775,"DESENVOLVIMENTO DO MODELO REGIONAL DO SISTEMA TERRESTRE ETA E GERAÇÃO DE CENÁRIOS DE MUDANÇAS CLIMÁTICAS E DE USOS DA TERRA, VISANDO ESTUDOS DE IMPACTOS SOBRE OS RECURSOS HÍDRICOS",PARTICIPANTE EXTERNO
636472,975072,DESENVOLVIMENTO DOS PROCESSOS FÍSICOS DA COMPONENTE ATMOSFÉRICA DO BESM E SUA VALIDAÇÃO PARA O CLIMA PRESENTE,DOCENTE
636472,437829,DESENVOLVIMENTO DOS PROCESSOS FÍSICOS DA COMPONENTE ATMOSFÉRICA DO BESM E SUA VALIDAÇÃO PARA O CLIMA PRESENTE,EGRESSO
636472,22039,DESENVOLVIMENTO DOS PROCESSOS FÍSICOS DA COMPONENTE ATMOSFÉRICA DO BESM E SUA VALIDAÇÃO PARA O CLIMA PRESENTE,DOCENTE
293423,22561,BALANÇO DE CARBONO EM RESERVATÓRIOS DE HIDRELÉTRICAS ¿ EMISSÕES DE GASES DE EFEITO ESTUFA,DOCENTE
189385,21027,ESTUDOS DA IONOSFERA E ALTA ATMOSFERA COM EXPERIMENTOS LANÇADOS A BORDO DE FOGUETES E SATÉLITES - IONFOG,DOCENTE
189385,21914,ESTUDOS DA IONOSFERA E ALTA ATMOSFERA COM EXPERIMENTOS LANÇADOS A BORDO DE FOGUETES E SATÉLITES - IONFOG,DOCENTE
189385,535294,ESTUDOS DA IONOSFERA E ALTA ATMOSFERA COM EXPERIMENTOS LANÇADOS A BORDO DE FOGUETES E SATÉLITES - IONFOG,DOCENTE
